id,name,set,lang,condition,is_foil,format,quantity,price_clp,image_url,status,price_usd_ref
227,Scrapheap Scrounger,kld,en,NM,no,Modern,1,500,Scrapheap Scrounger - KLD - en - NM - 1 (4).jpg,available,0.19
228,Scrapheap Scrounger,kld,en,NM,no,Modern,1,500,Scrapheap Scrounger - KLD - en - NM - 1.jpg,available,0.19
229,Scrapheap Scrounger,kld,en,NM,yes,Modern,1,500,Scrapheap Scrounger - KLD - en - NM_FOIL - 1.jpg,available,0.51
230,Scrapwork Mutt,bro,en,NM,no,Modern,1,500,Scrapwork Mutt - BRO - en - NM - 1.jpg,available,0.17
231,Sierra de hueso,brr,es,NM,yes,Modern,1,,Sierra de hueso - BRR - es - NM_FOIL - 1.jpg,available,
232,Siervo mental myr,mrd,es,NM,no,Modern,1,,Siervo mental myr - MRD - es - NM - 1.jpg,available,
233,Soulless Jailer,one,en,NM,yes,Modern,1,585,Soulless Jailer - ONE - en - NM_FOIL - 1 (2).jpg,available,0.78
234,Soulless Jailer,one,en,NM,yes,Modern,1,585,Soulless Jailer - ONE - en - NM_FOIL - 1.jpg,available,0.78
235,Spectrum Sentinel,bro,en,NM,no,Modern,1,500,Spectrum Sentinel - BRO - en - NM - 1.jpg,available,0.14
236,Springleaf Drum,2xm,en,NM,yes,Modern,1,1942,Springleaf Drum - 2XM - en - NM_FOIL - 1.jpg,available,2.59
237,Steel Wall,td2,en,NM,no,Modern,1,,Steel Wall - TD2 - en - NM - 1.jpg,available,
238,Stone of Erech,ltr,en,NM,no,Modern,1,500,Stone of Erech - LTR - en - NM - 1 (2).jpg,available,0.18
239,Stone of Erech,ltr,en,NM,no,Modern,1,500,Stone of Erech - LTR - en - NM - 1 (3).jpg,available,0.18
240,Stone of Erech,ltr,en,NM,no,Modern,1,500,Stone of Erech - LTR - en - NM - 1 (4).jpg,available,0.18
241,Stone of Erech,ltr,en,NM,no,Modern,1,500,Stone of Erech - LTR - en - NM - 1.jpg,available,0.18
242,Sunbeam Spellbomb,mrd,en,NM,no,Modern,1,500,Sunbeam Spellbomb - MRD - en - NM - 1 (2).jpg,available,0.19
243,Sunbeam Spellbomb,mrd,en,NM,no,Modern,1,500,Sunbeam Spellbomb - MRD - en - NM - 1.jpg,available,0.19
244,Synod Sanctum,arc,en,NM,no,Modern,1,500,Synod Sanctum - ARC - en - NM - 1.jpg,available,0.24
245,Talismán de la dominancia,fic,es,NM,no,Modern,1,,Talismán de la dominancia - FIC - es - NM - 1 (2).jpg,available,
246,Talismán de la dominancia,fic,es,NM,no,Modern,1,,Talismán de la dominancia - FIC - es - NM - 1 (3).jpg,available,
247,Talismán de la dominancia,fic,es,NM,no,Modern,1,,Talismán de la dominancia - FIC - es - NM - 1 (4).jpg,available,
248,Talismán de la dominancia,fic,es,NM,no,Modern,1,,Talismán de la dominancia - FIC - es - NM - 1 (5).jpg,available,
249,Talismán de la dominancia,fic,es,NM,no,Modern,1,,Talismán de la dominancia - FIC - es - NM - 1 (6).jpg,available,
250,Talismán de la dominancia,fic,es,NM,no,Modern,1,,Talismán de la dominancia - FIC - es - NM - 1.jpg,available,
251,Talismán de la unidad,mic,es,NM,no,Modern,1,,Talismán de la unidad - MIC - es - NM - 1 (2).jpg,available,
252,Talismán de la unidad,mic,es,NM,no,Modern,1,,Talismán de la unidad - MIC - es - NM - 1.jpg,available,
253,Talismán del progreso,fic,es,NM,no,Modern,1,,Talismán del progreso - FIC - es - NM - 1.jpg,available,
254,Tanglebloom,9ed,en,NM,no,Modern,1,500,Tanglebloom - 9ED - en - NM - 1.jpg,available,0.11
255,The Stone Brain,bro,en,NM,yes,Modern,1,698,The Stone Brain - BRO - en - NM_FOIL - 1.jpg,available,0.93
256,The Underworld Cookbook,mh2,en,NM,no,Modern,1,500,The Underworld Cookbook - MH2 - en - NM - 1 (2).jpg,available,0.25
257,The Underworld Cookbook,mh2,en,NM,no,Modern,1,500,The Underworld Cookbook - MH2 - en - NM - 1.jpg,available,0.25
258,Thinking Cap,mkm,en,NM,no,Modern,1,500,Thinking Cap - MKM - en - NM - 1.jpg,available,0.05
259,Tomo pierdementes,brr,es,NM,yes,Modern,1,,Tomo pierdementes - BRR - es - NM_FOIL - 1 (2).jpg,available,
260,Tomo pierdementes,brr,es,NM,yes,Modern,1,,Tomo pierdementes - BRR - es - NM_FOIL - 1 (3).jpg,available,
261,Tomo pierdementes,brr,es,NM,yes,Modern,1,,Tomo pierdementes - BRR - es - NM_FOIL - 1.jpg,available,
262,Tormod's Crypt,dmr,en,NM,no,Modern,1,500,Tormod's Crypt - DMR - en - NM - 1.jpg,available,0.44
263,Transformador solar,drc,es,NM,no,Modern,1,,Transformador solar - DRC - es - NM - 1.jpg,available,
264,Unlicensed Hearse,snc,en,NM,no,Modern,1,500,Unlicensed Hearse - SNC - en - NM - 1.jpg,available,0.36
265,Unlicensed Hearse,snc,en,NM,yes,Modern,1,555,Unlicensed Hearse - SNC - en - NM_FOIL - 1.jpg,available,0.74
266,Vasija de pensamientos,fic,es,NM,yes,Commander,1,,Vasija de pensamientos - FIC - es - NM_FOIL - 1.jpg,available,
267,Viridian Longbow,afc,en,NM,no,Modern,1,645,Viridian Longbow - AFC - en - NM - 1 (2).jpg,available,0.86
268,Viridian Longbow,afc,en,NM,no,Modern,1,645,Viridian Longbow - AFC - en - NM - 1.jpg,available,0.86
269,Void Mirror,mh2,en,NM,yes,Modern,1,500,Void Mirror - MH2 - en - NM_FOIL - 1 (2).jpg,available,0.45
270,Void Mirror,mh2,en,NM,yes,Modern,1,500,Void Mirror - MH2 - en - NM_FOIL - 1 (3).jpg,available,0.45
271,Void Mirror,mh2,en,NM,yes,Modern,1,500,Void Mirror - MH2 - en - NM_FOIL - 1.jpg,available,0.45
272,Vorrac Battlehorns,mrd,en,NM,no,Modern,1,592,Vorrac Battlehorns - MRD - en - NM - 1.jpg,available,0.79
273,Witch's Oven,eld,en,NM,no,Modern,1,500,Witch's Oven - ELD - en - NM - 1 (2).jpg,available,0.56
274,Witch's Oven,eld,en,NM,no,Modern,1,500,Witch's Oven - ELD - en - NM - 1.jpg,available,0.56
275,Wizard's Rockets,ltr,en,NM,no,Modern,1,500,Wizard's Rockets - LTR - en - NM - 1.jpg,available,0.09
276,Yotian Frontliner,bro,en,NM,yes,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1 (2).jpg,available,0.09
277,Yotian Frontliner,bro,en,NM,yes,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1 (3).jpg,available,0.09
278,Yotian Frontliner,bro,en,NM,yes,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1 (4).jpg,available,0.09
279,Yotian Frontliner,bro,en,NM,yes,Modern,1,500,Yotian Frontliner - BRO - en - NM_FOIL - 1.jpg,available,0.09
280,Ídolo de los dioses falsos,mh3,es,NM,no,Modern,1,,Ídolo de los dioses falsos - MH3 - es - NM - 1.jpg,available,
